source;target;id_x;source_name;new_id_x;id_y;target_name;new_id_y
56;182;154163310815;Alex Guarnaschelli;56;153612958024275;Bobby Flay;182
56;340;154163310815;Alex Guarnaschelli;56;191755180854356;Eric Ripert;340
56;375;154163310815;Alex Guarnaschelli;56;1497084490548430;Levi Eirinberg;375
56;603;154163310815;Alex Guarnaschelli;56;333080150075350;Elizabeth Karmel;603
56;229;154163310815;Alex Guarnaschelli;56;113804875354846;Chef Jet Tila;229
56;198;154163310815;Alex Guarnaschelli;56;128212913875580;Chef Elizabeth Falkner;198
56;102;154163310815;Alex Guarnaschelli;56;405828632861413;Amy Thielen;102
56;345;154163310815;Alex Guarnaschelli;56;62675969126;Chuck Hughes;345
56;289;154163310815;Alex Guarnaschelli;56;784253785021329;Michel Nischan;289
56;611;154163310815;Alex Guarnaschelli;56;134948713328617;Robin Miller;611
56;60;154163310815;Alex Guarnaschelli;56;541272809326827;Cat Cora;60
56;235;154163310815;Alex Guarnaschelli;56;39971549934;Anne-Sophie Pic;235
56;577;154163310815;Alex Guarnaschelli;56;761089117300591;D'O - Davide Oldani;577
56;350;154163310815;Alex Guarnaschelli;56;68177874032;Chef Carla Hall;350
56;465;154163310815;Alex Guarnaschelli;56;1481604538744300;Doug Adams;465
56;238;154163310815;Alex Guarnaschelli;56;739256999422708;Seamus Mullen;238
56;195;154163310815;Alex Guarnaschelli;56;113754772042360;Vegan Black Metal Chef;195
56;616;154163310815;Alex Guarnaschelli;56;58027378681;John DeLucie;616
56;617;154163310815;Alex Guarnaschelli;56;222894367782906;Samin Nosrat;617
56;244;154163310815;Alex Guarnaschelli;56;434829149915903;Guy Savoy;244
56;351;154163310815;Alex Guarnaschelli;56;199494110086268;Ken Oringer;351
56;67;154163310815;Alex Guarnaschelli;56;233778186637566;David Chang;67
56;151;154163310815;Alex Guarnaschelli;56;206392696089343;Anne Burrell;151
57;264;38614264036;Taco Bell Careers;57;18595834696;Taco Bell;264
57;148;38614264036;Taco Bell Careers;57;357224131062;Chef Lorena Garcia;148
58;89;153667861336296;Chef Jamie Gwen;58;110313572374851;Chef Kent Graham;89
58;90;153667861336296;Chef Jamie Gwen;58;117098158328132;Scott Conant;90
58;265;153667861336296;Chef Jamie Gwen;58;322716741231433;Logan Junior Chef;265
58;601;153667861336296;Chef Jamie Gwen;58;258113974257610;Chef Marc Murphy;601
58;434;153667861336296;Chef Jamie Gwen;58;123266741018020;Chef Mark Garcia;434
58;537;153667861336296;Chef Jamie Gwen;58;146652628707081;The Habit Burger Grill;537
58;350;153667861336296;Chef Jamie Gwen;58;68177874032;Chef Carla Hall;350
58;603;153667861336296;Chef Jamie Gwen;58;333080150075350;Elizabeth Karmel;603
58;611;153667861336296;Chef Jamie Gwen;58;134948713328617;Robin Miller;611
58;616;153667861336296;Chef Jamie Gwen;58;58027378681;John DeLucie;616
58;302;153667861336296;Chef Jamie Gwen;58;31819402173;Chef G. Garvin;302
58;87;153667861336296;Chef Jamie Gwen;58;190911137630527;Geoffrey Zakarian;87
59;265;498751806875881;Douglas Keane;59;322716741231433;Logan Junior Chef;265
59;116;498751806875881;Douglas Keane;59;59699097994;Chef David Burke;116
60;265;541272809326827;Cat Cora;60;322716741231433;Logan Junior Chef;265
60;350;541272809326827;Cat Cora;60;68177874032;Chef Carla Hall;350
60;439;541272809326827;Cat Cora;60;356522324380914;Donatella Arpaia;439
60;389;541272809326827;Cat Cora;60;335576273200412;Emily Ellyn;389
60;198;541272809326827;Cat Cora;60;128212913875580;Chef Elizabeth Falkner;198
61;244;133459986673901;Éric Frechon;61;434829149915903;Guy Savoy;244
62;392;265419893559536;Manu Feildel;62;139339342816549;Simon Bryant;392
62;285;265419893559536;Manu Feildel;62;245259852227462;Shane Delia;285
62;265;265419893559536;Manu Feildel;62;322716741231433;Logan Junior Chef;265
62;266;265419893559536;Manu Feildel;62;316873868381002;Magnum;266
62;169;265419893559536;Manu Feildel;62;467455863286316;Gary Mehigan;169
62;449;265419893559536;Manu Feildel;62;169278773165517;Chef Pete Evans;449
62;269;265419893559536;Manu Feildel;62;214714165291856;Raymond Blanc;269
62;193;265419893559536;Manu Feildel;62;503836336312947;Massimo Mele;193
62;611;265419893559536;Manu Feildel;62;134948713328617;Robin Miller;611
62;282;265419893559536;Manu Feildel;62;149277571810173;Karen Martini;282
63;139;206755716014323;McDonald's;63;187225227977156;McDonald's;139
63;448;206755716014323;McDonald's;63;100751049971141;McDonald's;448
63;572;206755716014323;McDonald's;63;43473682279;McDonald's;572
63;518;206755716014323;McDonald's;63;10150097174480500;McDonald's;518
63;504;206755716014323;McDonald's;63;1472270066392710;McDonald's Deutschland Karriere;504
63;602;206755716014323;McDonald's;63;148886831837137;McDonald's;602
63;45;206755716014323;McDonald's;63;168259133186421;McDonald's;45
63;164;206755716014323;McDonald's;63;50245567013;McDonald's;164
64;498;248408748658932;Diego Guerrero;64;128604780553854;Dani García;498
65;608;50046157045;Cuoco Filippo La Mantia;65;626738214090722;Pasqualino Barbasso;608
65;333;50046157045;Cuoco Filippo La Mantia;65;201728843220038;Niko Romito;333
65;450;50046157045;Cuoco Filippo La Mantia;65;128177050662351;Christian Bau;450
65;299;50046157045;Cuoco Filippo La Mantia;65;1451201965138860;Cristian D'Elia;299
65;185;50046157045;Cuoco Filippo La Mantia;65;83166933592;Mirko Ronzoni;185
65;240;50046157045;Cuoco Filippo La Mantia;65;277604159038202;Antonino Cannavacciuolo;240
66;141;1566668400240680;Emmi CAFFÈ LATTE;66;282282381865036;Emmi CAFFÈ LATTE;141
67;245;233778186637566;David Chang;67;163372808962;Ludo Lefebvre;245
67;419;233778186637566;David Chang;67;280458984836;Melissa King;419
67;317;233778186637566;David Chang;67;127821870601223;Jacques Pépin;317
67;68;233778186637566;David Chang;67;134330376691970;Dan Kluger;68
67;70;233778186637566;David Chang;67;352709974289;Chef Daniel Boulud;70
67;291;233778186637566;David Chang;67;1520712754922380;Chef Ben Churchill;291
67;249;233778186637566;David Chang;67;976838152358677;Dunkin' Donuts;249
67;505;233778186637566;David Chang;67;317226888480409;René Redzepi;505
67;107;233778186637566;David Chang;67;395832240617839;Daniel Humm;107
67;389;233778186637566;David Chang;67;335576273200412;Emily Ellyn;389
67;593;233778186637566;David Chang;67;110246852512;Chef Richard Sandoval;593
67;253;233778186637566;David Chang;67;117949981557539;Narda Lepes;253
67;434;233778186637566;David Chang;67;123266741018020;Chef Mark Garcia;434
67;323;233778186637566;David Chang;67;161900410518565;Enrique Olvera;323
67;550;233778186637566;David Chang;67;696835277093511;Bryce Shuman;550
67;131;233778186637566;David Chang;67;499513386731951;Dining with Flynn;131
67;440;233778186637566;David Chang;67;456610207704498;John Whaite;440
67;445;233778186637566;David Chang;67;159418590797245;Marcel Vigneron;445
67;198;233778186637566;David Chang;67;128212913875580;Chef Elizabeth Falkner;198
67;89;233778186637566;David Chang;67;110313572374851;Chef Kent Graham;89
67;90;233778186637566;David Chang;67;117098158328132;Scott Conant;90
67;181;233778186637566;David Chang;67;470045869701704;Bruno Ménard;181
67;265;233778186637566;David Chang;67;322716741231433;Logan Junior Chef;265
67;288;233778186637566;David Chang;67;134049266672525;Tom Colicchio;288
67;338;233778186637566;David Chang;67;479140352140472;Dean Sheremet;338
67;372;233778186637566;David Chang;67;135134699867346;Johnny Iuzzini;372
67;340;233778186637566;David Chang;67;191755180854356;Eric Ripert;340
67;183;233778186637566;David Chang;67;271192612903509;Saransh Goila;183
67;603;233778186637566;David Chang;67;333080150075350;Elizabeth Karmel;603
67;248;233778186637566;David Chang;67;433538630049239;Tom Aikens;248
67;325;233778186637566;David Chang;67;1591862771082070;Camille Becerra;325
67;229;233778186637566;David Chang;67;113804875354846;Chef Jet Tila;229
67;254;233778186637566;David Chang;67;562807423845157;Mei Lin;254
67;146;233778186637566;David Chang;67;195071747289568;Alex Atala;146
67;570;233778186637566;David Chang;67;105224156299105;Kristen Kish;570
67;189;233778186637566;David Chang;67;840078802741859;Jose Garces;189
67;102;233778186637566;David Chang;67;405828632861413;Amy Thielen;102
67;289;233778186637566;David Chang;67;784253785021329;Michel Nischan;289
67;611;233778186637566;David Chang;67;134948713328617;Robin Miller;611
67;352;233778186637566;David Chang;67;271546371947;Alain Ducasse;352
67;577;233778186637566;David Chang;67;761089117300591;D'O - Davide Oldani;577
67;410;233778186637566;David Chang;67;747373572015472;Noma;410
67;465;233778186637566;David Chang;67;1481604538744300;Doug Adams;465
67;578;233778186637566;David Chang;67;271853836189555;The French Laundry;578
67;531;233778186637566;David Chang;67;91893020406;Spike Mendelsohn;531
67;469;233778186637566;David Chang;67;1573423329539570;Germán Martitegui;469
67;351;233778186637566;David Chang;67;199494110086268;Ken Oringer;351
67;416;233778186637566;David Chang;67;138305299664253;Magnum;416
67;498;233778186637566;David Chang;67;128604780553854;Dani García;498
68;265;134330376691970;Dan Kluger;68;322716741231433;Logan Junior Chef;265
68;288;134330376691970;Dan Kluger;68;134049266672525;Tom Colicchio;288
68;70;134330376691970;Dan Kluger;68;352709974289;Chef Daniel Boulud;70
68;340;134330376691970;Dan Kluger;68;191755180854356;Eric Ripert;340
68;603;134330376691970;Dan Kluger;68;333080150075350;Elizabeth Karmel;603
68;505;134330376691970;Dan Kluger;68;317226888480409;René Redzepi;505
68;198;134330376691970;Dan Kluger;68;128212913875580;Chef Elizabeth Falkner;198
68;242;134330376691970;Dan Kluger;68;336112469783293;Alfred Portale;242
69;253;200349194512;Celler de Can Roca;69;117949981557539;Narda Lepes;253
69;385;200349194512;Celler de Can Roca;69;196488840369430;Juan Mari Arzak (Página oficial);385
69;498;200349194512;Celler de Can Roca;69;128604780553854;Dani García;498
70;317;352709974289;Chef Daniel Boulud;70;127821870601223;Jacques Pépin;317
70;383;352709974289;Chef Daniel Boulud;70;455071634533640;Chef Michael Ferraro;383
70;205;352709974289;Chef Daniel Boulud;70;170587296363146;Gavin Kaysen;205
70;288;352709974289;Chef Daniel Boulud;70;134049266672525;Tom Colicchio;288
70;249;352709974289;Chef Daniel Boulud;70;976838152358677;Dunkin' Donuts;249
70;72;352709974289;Chef Daniel Boulud;70;125282832662;Relais & Châteaux;72
70;505;352709974289;Chef Daniel Boulud;70;317226888480409;René Redzepi;505
70;107;352709974289;Chef Daniel Boulud;70;395832240617839;Daniel Humm;107
70;593;352709974289;Chef Daniel Boulud;70;110246852512;Chef Richard Sandoval;593
70;434;352709974289;Chef Daniel Boulud;70;123266741018020;Chef Mark Garcia;434
70;323;352709974289;Chef Daniel Boulud;70;161900410518565;Enrique Olvera;323
70;536;352709974289;Chef Daniel Boulud;70;121885488019207;Bradley Ogden;536
70;550;352709974289;Chef Daniel Boulud;70;696835277093511;Bryce Shuman;550
70;439;352709974289;Chef Daniel Boulud;70;356522324380914;Donatella Arpaia;439
70;170;352709974289;Chef Daniel Boulud;70;124002091039280;Chef Francois Payard;170
70;473;352709974289;Chef Daniel Boulud;70;368969274888;Blue Ribbon Restaurants;473
70;116;352709974289;Chef Daniel Boulud;70;59699097994;Chef David Burke;116
70;599;352709974289;Chef Daniel Boulud;70;252467981545409;James Martin;599
70;89;352709974289;Chef Daniel Boulud;70;110313572374851;Chef Kent Graham;89
70;90;352709974289;Chef Daniel Boulud;70;117098158328132;Scott Conant;90
70;181;352709974289;Chef Daniel Boulud;70;470045869701704;Bruno Ménard;181
70;265;352709974289;Chef Daniel Boulud;70;322716741231433;Logan Junior Chef;265
70;601;352709974289;Chef Daniel Boulud;70;258113974257610;Chef Marc Murphy;601
70;269;352709974289;Chef Daniel Boulud;70;214714165291856;Raymond Blanc;269
70;403;352709974289;Chef Daniel Boulud;70;414248681960785;Christophe Bacquie;403
70;340;352709974289;Chef Daniel Boulud;70;191755180854356;Eric Ripert;340
70;248;352709974289;Chef Daniel Boulud;70;433538630049239;Tom Aikens;248
70;342;352709974289;Chef Daniel Boulud;70;1610481069233240;Sang Yoon;342
70;229;352709974289;Chef Daniel Boulud;70;113804875354846;Chef Jet Tila;229
70;275;352709974289;Chef Daniel Boulud;70;87171216223;Chef Charlie Palmer;275
70;570;352709974289;Chef Daniel Boulud;70;105224156299105;Kristen Kish;570
70;102;352709974289;Chef Daniel Boulud;70;405828632861413;Amy Thielen;102
70;611;352709974289;Chef Daniel Boulud;70;134948713328617;Robin Miller;611
70;235;352709974289;Chef Daniel Boulud;70;39971549934;Anne-Sophie Pic;235
70;577;352709974289;Chef Daniel Boulud;70;761089117300591;D'O - Davide Oldani;577
70;465;352709974289;Chef Daniel Boulud;70;1481604538744300;Doug Adams;465
70;189;352709974289;Chef Daniel Boulud;70;840078802741859;Jose Garces;189
70;254;352709974289;Chef Daniel Boulud;70;562807423845157;Mei Lin;254
70;616;352709974289;Chef Daniel Boulud;70;58027378681;John DeLucie;616
70;498;352709974289;Chef Daniel Boulud;70;128604780553854;Dani García;498
70;244;352709974289;Chef Daniel Boulud;70;434829149915903;Guy Savoy;244
71;265;18618646804;Olive Garden;71;322716741231433;Logan Junior Chef;265
71;495;18618646804;Olive Garden;71;396431363737195;Olive Garden México;495
72;269;125282832662;Relais & Châteaux;72;214714165291856;Raymond Blanc;269
72;240;125282832662;Relais & Châteaux;72;277604159038202;Antonino Cannavacciuolo;240
419;570;280458984836;Melissa King;419;105224156299105;Kristen Kish;570
419;89;280458984836;Melissa King;419;110313572374851;Chef Kent Graham;89
419;254;280458984836;Melissa King;419;562807423845157;Mei Lin;254
419;265;280458984836;Melissa King;419;322716741231433;Logan Junior Chef;265
419;155;280458984836;Melissa King;419;418444871547402;Brooke Williamson;155
419;128;280458984836;Melissa King;419;231256153557419;Hugh Acheson;128
419;288;280458984836;Melissa King;419;134049266672525;Tom Colicchio;288
419;465;280458984836;Melissa King;419;1481604538744300;Doug Adams;465
419;343;280458984836;Melissa King;419;113284238736570;Hubert Keller;343
485;525;178418212291848;Taco Bell Cyprus;485;160531187316448;Taco Bell Kuwait;525
485;212;178418212291848;Taco Bell Cyprus;485;104798256222884;Taco Bell Costa Rica;212
485;115;178418212291848;Taco Bell Cyprus;485;341106146066824;タコベル ジャパン　Taco Bell Japan;115
485;264;178418212291848;Taco Bell Cyprus;485;18595834696;Taco Bell;264
485;145;178418212291848;Taco Bell Cyprus;485;130817993607641;Taco Bell UK;145
485;174;178418212291848;Taco Bell Cyprus;485;148757756474;Taco Bell Guatemala;174
485;259;178418212291848;Taco Bell Cyprus;485;157683440978747;Taco Bell El Salvador;259
485;241;178418212291848;Taco Bell Cyprus;485;380872194812;Taco Bell India;241
485;380;178418212291848;Taco Bell Cyprus;485;148923998461176;Taco Bell Rep Dom;380
75;516;1930770780496150;Domino's Pizza;75;189188914464449;Domino's Pizza;516
75;119;1930770780496150;Domino's Pizza;75;205632126148323;Domino's Pizza;119
75;400;1930770780496150;Domino's Pizza;75;114659191954756;Domino's Pizza;400
75;334;1930770780496150;Domino's Pizza;75;212957268744033;Domino's Pizza;334
75;237;1930770780496150;Domino's Pizza;75;205934159448817;Domino's Pizza;237
75;117;1930770780496150;Domino's Pizza;75;165237120195992;Domino's Pizza;117
75;274;1930770780496150;Domino's Pizza;75;227651392348;Domino's Pizza;274
75;613;1930770780496150;Domino's Pizza;75;134339756634109;Domino's Pizza;613
75;75;1930770780496150;Domino's Pizza;75;1930770780496150;Domino's Pizza;75
77;379;217993311551780;Puesto;77;108299070051;Burger Lounge;379
78;331;161390063923503;Gandy Dancer Saloon/Oyster Bar;78;14837382209;Bubba Gump Shrimp Co.;331
78;210;161390063923503;Gandy Dancer Saloon/Oyster Bar;78;164255720303266;Gandy Dancer;210
78;154;161390063923503;Gandy Dancer Saloon/Oyster Bar;78;197920933585417;Grand Concourse;154
78;437;161390063923503;Gandy Dancer Saloon/Oyster Bar;78;172440836148651;Big Fish Seafood Bistro;437
78;252;161390063923503;Gandy Dancer Saloon/Oyster Bar;78;223109181051682;Charley's Crab;252
78;214;161390063923503;Gandy Dancer Saloon/Oyster Bar;78;191649670859439;Chart House;214
78;452;161390063923503;Gandy Dancer Saloon/Oyster Bar;78;222502807762390;Meriwether's;452
78;158;161390063923503;Gandy Dancer Saloon/Oyster Bar;78;215489785145883;Big Fish Seafood Bistro;158
79;546;134191786290;McDonald's;79;430475073658657;McDonald's;546
79;518;134191786290;McDonald's;79;10150097174480500;McDonald's;518
79;507;134191786290;McDonald's;79;273186302785180;McDonald's;507
79;595;134191786290;McDonald's;79;295457423886253;McDonald's Japan;595
79;414;134191786290;McDonald's;79;101615286547831;麥當勞;414
79;85;134191786290;McDonald's;79;173932984632;McDonald's;85
79;491;134191786290;McDonald's;79;377989235615324;McDonald's República Dominicana;491
80;138;221839111246131;Anjali Pathak;80;166669486848451;Hari Ghotra;138
81;290;100960536613172;Maru Botana;81;193699994043283;Pablo Massey;290
81;563;100960536613172;Maru Botana;81;359064257478484;Donato De Santis;563
82;261;262277306677;Hilah Cooking;82;372983888705;Nicko's Kitchen;261
82;584;262277306677;Hilah Cooking;82;133129056774026;Julia Child;584
82;409;262277306677;Hilah Cooking;82;388983464500591;The Edgy Veg;409
82;171;262277306677;Hilah Cooking;82;168915784243;Ochikeron;171
82;451;262277306677;Hilah Cooking;82;155018194509269;Nikki Dinki;451
82;389;262277306677;Hilah Cooking;82;335576273200412;Emily Ellyn;389
83;89;284063441789238;Gregory Gourdet;83;110313572374851;Chef Kent Graham;89
83;254;284063441789238;Gregory Gourdet;83;562807423845157;Mei Lin;254
83;317;284063441789238;Gregory Gourdet;83;127821870601223;Jacques Pépin;317
83;265;284063441789238;Gregory Gourdet;83;322716741231433;Logan Junior Chef;265
83;288;284063441789238;Gregory Gourdet;83;134049266672525;Tom Colicchio;288
83;465;284063441789238;Gregory Gourdet;83;1481604538744300;Doug Adams;465
84;374;299331127607;Domino's Mx;84;166614353536212;JW Café - JW Marriott Hotel Hanoi;374
84;545;299331127607;Domino's Mx;84;349930856069;Domino's Pizza;545
84;329;299331127607;Domino's Mx;84;117754781604926;Domino's Pizza;329
85;518;173932984632;McDonald's;85;10150097174480500;McDonald's;518
85;335;173932984632;McDonald's;85;79667539019;McDonald's;335
85;507;173932984632;McDonald's;85;273186302785180;McDonald's;507
85;292;173932984632;McDonald's;85;115085431907231;McDonald's;292
86;578;395468873847178;ad hoc & addendum;86;271853836189555;The French Laundry;578
87;289;190911137630527;Geoffrey Zakarian;87;784253785021329;Michel Nischan;289
87;389;190911137630527;Geoffrey Zakarian;87;335576273200412;Emily Ellyn;389
87;479;190911137630527;Geoffrey Zakarian;87;1538278056408600;Chef Derrick Fox;479
87;257;190911137630527;Geoffrey Zakarian;87;212719272125229;Marc Forgione;257
87;131;190911137630527;Geoffrey Zakarian;87;499513386731951;Dining with Flynn;131
87;597;190911137630527;Geoffrey Zakarian;87;106075582777270;Aarón Sánchez;597
87;338;190911137630527;Geoffrey Zakarian;87;479140352140472;Dean Sheremet;338
87;175;190911137630527;Geoffrey Zakarian;87;308000942651;Chef Marcela Valladolid;175
87;89;190911137630527;Geoffrey Zakarian;87;110313572374851;Chef Kent Graham;89
87;90;190911137630527;Geoffrey Zakarian;87;117098158328132;Scott Conant;90
87;217;190911137630527;Geoffrey Zakarian;87;153988981430;Marcus Samuelsson;217
87;265;190911137630527;Geoffrey Zakarian;87;322716741231433;Logan Junior Chef;265
87;601;190911137630527;Geoffrey Zakarian;87;258113974257610;Chef Marc Murphy;601
87;182;190911137630527;Geoffrey Zakarian;87;153612958024275;Bobby Flay;182
87;340;190911137630527;Geoffrey Zakarian;87;191755180854356;Eric Ripert;340
87;375;190911137630527;Geoffrey Zakarian;87;1497084490548430;Levi Eirinberg;375
87;227;190911137630527;Geoffrey Zakarian;87;118883637977;Wolfgang Puck;227
87;229;190911137630527;Geoffrey Zakarian;87;113804875354846;Chef Jet Tila;229
87;611;190911137630527;Geoffrey Zakarian;87;134948713328617;Robin Miller;611
87;576;190911137630527;Geoffrey Zakarian;87;218418924865389;Susan Feniger;576
87;350;190911137630527;Geoffrey Zakarian;87;68177874032;Chef Carla Hall;350
87;439;190911137630527;Geoffrey Zakarian;87;356522324380914;Donatella Arpaia;439
87;616;190911137630527;Geoffrey Zakarian;87;58027378681;John DeLucie;616
87;580;190911137630527;Geoffrey Zakarian;87;887092938039163;Josh Elkin;580
87;198;190911137630527;Geoffrey Zakarian;87;128212913875580;Chef Elizabeth Falkner;198
87;151;190911137630527;Geoffrey Zakarian;87;206392696089343;Anne Burrell;151
88;434;127613133951296;Martín Berasategui;88;123266741018020;Chef Mark Garcia;434
88;550;127613133951296;Martín Berasategui;88;696835277093511;Bryce Shuman;550
88;460;127613133951296;Martín Berasategui;88;349650589160;Karlos Arguiñano;460
88;265;127613133951296;Martín Berasategui;88;322716741231433;Logan Junior Chef;265
88;474;127613133951296;Martín Berasategui;88;107591712663053;Quique Dacosta;474
88;498;127613133951296;Martín Berasategui;88;128604780553854;Dani García;498
89;245;110313572374851;Chef Kent Graham;89;163372808962;Ludo Lefebvre;245
89;317;110313572374851;Chef Kent Graham;89;127821870601223;Jacques Pépin;317
89;155;110313572374851;Chef Kent Graham;89;418444871547402;Brooke Williamson;155
89;288;110313572374851;Chef Kent Graham;89;134049266672525;Tom Colicchio;288
89;597;110313572374851;Chef Kent Graham;89;106075582777270;Aarón Sánchez;597
89;505;110313572374851;Chef Kent Graham;89;317226888480409;René Redzepi;505
89;432;110313572374851;Chef Kent Graham;89;1444697135775130;Graham Elliot;432
89;254;110313572374851;Chef Kent Graham;89;562807423845157;Mei Lin;254
89;324;110313572374851;Chef Kent Graham;89;309265085783080;Cesare Casella;324
89;128;110313572374851;Chef Kent Graham;89;231256153557419;Hugh Acheson;128
89;300;110313572374851;Chef Kent Graham;89;298498000184245;Kunal Kapur;300
89;343;110313572374851;Chef Kent Graham;89;113284238736570;Hubert Keller;343
89;136;110313572374851;Chef Kent Graham;89;36219199931;Fabio Viviani;136
89;116;110313572374851;Chef Kent Graham;89;59699097994;Chef David Burke;116
89;446;110313572374851;Chef Kent Graham;89;162804180460992;Virginia Willis;446
89;90;110313572374851;Chef Kent Graham;89;117098158328132;Scott Conant;90
89;558;110313572374851;Chef Kent Graham;89;125126334280;Chef Rick Moonen;558
89;601;110313572374851;Chef Kent Graham;89;258113974257610;Chef Marc Murphy;601
89;221;110313572374851;Chef Kent Graham;89;431659653536459;Chef Jennifer Carroll;221
89;182;110313572374851;Chef Kent Graham;89;153612958024275;Bobby Flay;182
89;340;110313572374851;Chef Kent Graham;89;191755180854356;Eric Ripert;340
89;248;110313572374851;Chef Kent Graham;89;433538630049239;Tom Aikens;248
89;569;110313572374851;Chef Kent Graham;89;422538204571485;Roxanne Spruance;569
89;275;110313572374851;Chef Kent Graham;89;87171216223;Chef Charlie Palmer;275
89;570;110313572374851;Chef Kent Graham;89;105224156299105;Kristen Kish;570
89;584;110313572374851;Chef Kent Graham;89;133129056774026;Julia Child;584
89;217;110313572374851;Chef Kent Graham;89;153988981430;Marcus Samuelsson;217
89;350;110313572374851;Chef Kent Graham;89;68177874032;Chef Carla Hall;350
89;465;110313572374851;Chef Kent Graham;89;1481604538744300;Doug Adams;465
89;351;110313572374851;Chef Kent Graham;89;199494110086268;Ken Oringer;351
89;151;110313572374851;Chef Kent Graham;89;206392696089343;Anne Burrell;151
90;317;117098158328132;Scott Conant;90;127821870601223;Jacques Pépin;317
90;473;117098158328132;Scott Conant;90;368969274888;Blue Ribbon Restaurants;473
90;116;117098158328132;Scott Conant;90;59699097994;Chef David Burke;116
90;206;117098158328132;Scott Conant;90;375639339201167;Blue Ribbon Fried Chicken;206
90;355;117098158328132;Scott Conant;90;571674656205968;Michael White;355
90;157;117098158328132;Scott Conant;90;119127748110871;Chef Michelle Bernstein;157
90;505;117098158328132;Scott Conant;90;317226888480409;René Redzepi;505
90;389;117098158328132;Scott Conant;90;335576273200412;Emily Ellyn;389
90;479;117098158328132;Scott Conant;90;1538278056408600;Chef Derrick Fox;479
90;434;117098158328132;Scott Conant;90;123266741018020;Chef Mark Garcia;434
90;324;117098158328132;Scott Conant;90;309265085783080;Cesare Casella;324
90;550;117098158328132;Scott Conant;90;696835277093511;Bryce Shuman;550
90;130;117098158328132;Scott Conant;90;151119561759150;Tim Love;130
90;131;117098158328132;Scott Conant;90;499513386731951;Dining with Flynn;131
90;584;117098158328132;Scott Conant;90;133129056774026;Julia Child;584
90;208;117098158328132;Scott Conant;90;488965727840708;Chef Sue Zemanick;208
90;597;117098158328132;Scott Conant;90;106075582777270;Aarón Sánchez;597
90;265;117098158328132;Scott Conant;90;322716741231433;Logan Junior Chef;265
90;601;117098158328132;Scott Conant;90;258113974257610;Chef Marc Murphy;601
90;372;117098158328132;Scott Conant;90;135134699867346;Johnny Iuzzini;372
90;182;117098158328132;Scott Conant;90;153612958024275;Bobby Flay;182
90;340;117098158328132;Scott Conant;90;191755180854356;Eric Ripert;340
90;603;117098158328132;Scott Conant;90;333080150075350;Elizabeth Karmel;603
90;227;117098158328132;Scott Conant;90;118883637977;Wolfgang Puck;227
90;342;117098158328132;Scott Conant;90;1610481069233240;Sang Yoon;342
90;229;117098158328132;Scott Conant;90;113804875354846;Chef Jet Tila;229
90;275;117098158328132;Scott Conant;90;87171216223;Chef Charlie Palmer;275
90;198;117098158328132;Scott Conant;90;128212913875580;Chef Elizabeth Falkner;198
90;289;117098158328132;Scott Conant;90;784253785021329;Michel Nischan;289
90;611;117098158328132;Scott Conant;90;134948713328617;Robin Miller;611
90;217;117098158328132;Scott Conant;90;153988981430;Marcus Samuelsson;217
90;350;117098158328132;Scott Conant;90;68177874032;Chef Carla Hall;350
90;439;117098158328132;Scott Conant;90;356522324380914;Donatella Arpaia;439
90;373;117098158328132;Scott Conant;90;526749310751955;Chef Nina Compton;373
90;238;117098158328132;Scott Conant;90;739256999422708;Seamus Mullen;238
90;413;117098158328132;Scott Conant;90;680879935282549;Harlem EatUp;413
90;195;117098158328132;Scott Conant;90;113754772042360;Vegan Black Metal Chef;195
90;616;117098158328132;Scott Conant;90;58027378681;John DeLucie;616
90;580;117098158328132;Scott Conant;90;887092938039163;Josh Elkin;580
90;351;117098158328132;Scott Conant;90;199494110086268;Ken Oringer;351
90;242;117098158328132;Scott Conant;90;336112469783293;Alfred Portale;242
90;151;117098158328132;Scott Conant;90;206392696089343;Anne Burrell;151
91;253;386531388133701;Crepes & Waffles;91;117949981557539;Narda Lepes;253
91;563;386531388133701;Crepes & Waffles;91;359064257478484;Donato De Santis;563
92;186;133942643017;Joanna 劉韋彤;92;134812985946;MASAの料理ABC;186
93;146;211711148937547;Guga Rocha;93;195071747289568;Alex Atala;146
93;103;211711148937547;Guga Rocha;93;287668651302288;Carlos Bertolazzi;103
93;567;211711148937547;Guga Rocha;93;445586388832090;Ogro Jimmy;567
93;94;211711148937547;Guga Rocha;93;373750942654796;João Alcantara;94
93;614;211711148937547;Guga Rocha;93;446655850482;Chef Diego Lozano;614
94;103;373750942654796;João Alcantara;94;287668651302288;Carlos Bertolazzi;103
95;492;175219445864783;Burger King Nederland;95;221726511195744;Burger King México;492
95;523;175219445864783;Burger King Nederland;95;115974291793624;Burger King Malaysia;523
96;537;103152949304;Luna Grill;96;146652628707081;The Habit Burger Grill;537
96;379;103152949304;Luna Grill;96;108299070051;Burger Lounge;379
96;211;103152949304;Luna Grill;96;71011774235;Zoёs Kitchen;211
97;265;504438299597139;Chef Kiran Jethwa;97;322716741231433;Logan Junior Chef;265
98;74;158450297606485;foodpanda;98;114472585348360;foodpanda;74
98;295;158450297606485;foodpanda;98;333565193360297;foodpanda;295
98;471;158450297606485;foodpanda;98;343730105683882;foodpanda;471
98;216;158450297606485;foodpanda;98;216856351767221;foodpanda - 空腹熊貓;216
98;99;158450297606485;foodpanda;98;382586778476886;foodpanda;99
